GeneID	PathwayID	Description	SYMBOL	GENENAME
3708	hsa04380	Osteoclast differentiation	ITPR1	inositol 1,4,5-trisphosphate receptor type 1
3709	hsa04380	Osteoclast differentiation	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
3710	hsa04380	Osteoclast differentiation	ITPR3	inositol 1,4,5-trisphosphate receptor type 3
3716	hsa04380	Osteoclast differentiation	JAK1	Janus kinase 1
3725	hsa04380	Osteoclast differentiation	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
3726	hsa04380	Osteoclast differentiation	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit
3727	hsa04380	Osteoclast differentiation	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
3932	hsa04380	Osteoclast differentiation	LCK	LCK proto-oncogene, Src family tyrosine kinase
3937	hsa04380	Osteoclast differentiation	LCP2	lymphocyte cytosolic protein 2
4286	hsa04380	Osteoclast differentiation	MITF	melanocyte inducing transcription factor
4688	hsa04380	Osteoclast differentiation	NCF2	neutrophil cytosolic factor 2
4689	hsa04380	Osteoclast differentiation	NCF4	neutrophil cytosolic factor 4
4772	hsa04380	Osteoclast differentiation	NFATC1	nuclear factor of activated T cells 1
4773	hsa04380	Osteoclast differentiation	NFATC2	nuclear factor of activated T cells 2
4790	hsa04380	Osteoclast differentiation	NFKB1	nuclear factor kappa B subunit 1
4791	hsa04380	Osteoclast differentiation	NFKB2	nuclear factor kappa B subunit 2
4792	hsa04380	Osteoclast differentiation	NFKBIA	NFKB inhibitor alpha
487	hsa04380	Osteoclast differentiation	ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
488	hsa04380	Osteoclast differentiation	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
489	hsa04380	Osteoclast differentiation	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
4982	hsa04380	Osteoclast differentiation	TNFRSF11B	TNF receptor superfamily member 11b
5290	hsa04380	Osteoclast differentiation	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
5291	hsa04380	Osteoclast differentiation	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
5293	hsa04380	Osteoclast differentiation	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
5295	hsa04380	Osteoclast differentiation	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
5296	hsa04380	Osteoclast differentiation	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2
5336	hsa04380	Osteoclast differentiation	PLCG2	phospholipase C gamma 2
54	hsa04380	Osteoclast differentiation	ACP5	acid phosphatase 5, tartrate resistant
54209	hsa04380	Osteoclast differentiation	TREM2	triggering receptor expressed on myeloid cells 2
5468	hsa04380	Osteoclast differentiation	PPARG	peroxisome proliferator activated receptor gamma
5530	hsa04380	Osteoclast differentiation	PPP3CA	protein phosphatase 3 catalytic subunit alpha
5532	hsa04380	Osteoclast differentiation	PPP3CB	protein phosphatase 3 catalytic subunit beta
5533	hsa04380	Osteoclast differentiation	PPP3CC	protein phosphatase 3 catalytic subunit gamma
5534	hsa04380	Osteoclast differentiation	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
5535	hsa04380	Osteoclast differentiation	PPP3R2	protein phosphatase 3 regulatory subunit B, beta
55423	hsa04380	Osteoclast differentiation	SIRPG	signal regulatory protein gamma
5594	hsa04380	Osteoclast differentiation	MAPK1	mitogen-activated protein kinase 1
5595	hsa04380	Osteoclast differentiation	MAPK3	mitogen-activated protein kinase 3
5599	hsa04380	Osteoclast differentiation	MAPK8	mitogen-activated protein kinase 8
5600	hsa04380	Osteoclast differentiation	MAPK11	mitogen-activated protein kinase 11
5601	hsa04380	Osteoclast differentiation	MAPK9	mitogen-activated protein kinase 9
5602	hsa04380	Osteoclast differentiation	MAPK10	mitogen-activated protein kinase 10
5603	hsa04380	Osteoclast differentiation	MAPK13	mitogen-activated protein kinase 13
5604	hsa04380	Osteoclast differentiation	MAP2K1	mitogen-activated protein kinase kinase 1
5608	hsa04380	Osteoclast differentiation	MAP2K6	mitogen-activated protein kinase kinase 6
5609	hsa04380	Osteoclast differentiation	MAP2K7	mitogen-activated protein kinase kinase 7
5879	hsa04380	Osteoclast differentiation	RAC1	Rac family small GTPase 1
5970	hsa04380	Osteoclast differentiation	RELA	RELA proto-oncogene, NF-kB subunit
5971	hsa04380	Osteoclast differentiation	RELB	RELB proto-oncogene, NF-kB subunit
6300	hsa04380	Osteoclast differentiation	MAPK12	mitogen-activated protein kinase 12
653361	hsa04380	Osteoclast differentiation	NCF1	neutrophil cytosolic factor 1
6688	hsa04380	Osteoclast differentiation	SPI1	Spi-1 proto-oncogene
6772	hsa04380	Osteoclast differentiation	STAT1	signal transducer and activator of transcription 1
6773	hsa04380	Osteoclast differentiation	STAT2	signal transducer and activator of transcription 2
6850	hsa04380	Osteoclast differentiation	SYK	spleen associated tyrosine kinase
6885	hsa04380	Osteoclast differentiation	MAP3K7	mitogen-activated protein kinase kinase kinase 7
695	hsa04380	Osteoclast differentiation	BTK	Bruton tyrosine kinase
7006	hsa04380	Osteoclast differentiation	TEC	tec protein tyrosine kinase
7040	hsa04380	Osteoclast differentiation	TGFB1	transforming growth factor beta 1
7042	hsa04380	Osteoclast differentiation	TGFB2	transforming growth factor beta 2
7046	hsa04380	Osteoclast differentiation	TGFBR1	transforming growth factor beta receptor 1
7048	hsa04380	Osteoclast differentiation	TGFBR2	transforming growth factor beta receptor 2
7124	hsa04380	Osteoclast differentiation	TNF	tumor necrosis factor
7132	hsa04380	Osteoclast differentiation	TNFRSF1A	TNF receptor superfamily member 1A
7186	hsa04380	Osteoclast differentiation	TRAF2	TNF receptor associated factor 2
7189	hsa04380	Osteoclast differentiation	TRAF6	TNF receptor associated factor 6
7297	hsa04380	Osteoclast differentiation	TYK2	tyrosine kinase 2
7305	hsa04380	Osteoclast differentiation	TYROBP	transmembrane immune signaling adaptor TYROBP
79168	hsa04380	Osteoclast differentiation	LILRA6	leukocyte immunoglobulin like receptor A6
799	hsa04380	Osteoclast differentiation	CALCR	calcitonin receptor
8061	hsa04380	Osteoclast differentiation	FOSL1	FOS like 1, AP-1 transcription factor subunit
814	hsa04380	Osteoclast differentiation	CAMK4	calcium/calmodulin dependent protein kinase IV
8503	hsa04380	Osteoclast differentiation	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
8517	hsa04380	Osteoclast differentiation	IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
8600	hsa04380	Osteoclast differentiation	TNFSF11	TNF superfamily member 11
8651	hsa04380	Osteoclast differentiation	SOCS1	suppressor of cytokine signaling 1
8792	hsa04380	Osteoclast differentiation	TNFRSF11A	TNF receptor superfamily member 11a
8878	hsa04380	Osteoclast differentiation	SQSTM1	sequestosome 1
9020	hsa04380	Osteoclast differentiation	MAP3K14	mitogen-activated protein kinase kinase kinase 14
9021	hsa04380	Osteoclast differentiation	SOCS3	suppressor of cytokine signaling 3
9103	hsa04380	Osteoclast differentiation	FCGR2C	Fc gamma receptor IIc (gene/pseudogene)
9846	hsa04380	Osteoclast differentiation	GAB2	GRB2 associated binding protein 2
100132463	hsa04382	Cornified envelope formation	CLDN24	claudin 24
100288814	hsa04382	Cornified envelope formation	CLDN34	claudin 34
100506658	hsa04382	Cornified envelope formation	OCLN	occludin
100653049	hsa04382	Cornified envelope formation	LOC100653049	keratin, type I cuticular Ha4
1041	hsa04382	Cornified envelope formation	CDSN	corneodesmosin
10558	hsa04382	Cornified envelope formation	SPTLC1	serine palmitoyltransferase long chain base subunit 1
10686	hsa04382	Cornified envelope formation	CLDN16	claudin 16
10999	hsa04382	Cornified envelope formation	SLC27A4	solute carrier family 27 member 4
110806278	hsa04382	Cornified envelope formation	SPRR5	small proline rich protein 5
11240	hsa04382	Cornified envelope formation	PADI2	peptidyl arginine deiminase 2
112802	hsa04382	Cornified envelope formation	KRT71	keratin 71
121214	hsa04382	Cornified envelope formation	SDR9C7	short chain dehydrogenase/reductase family 9C member 7
121391	hsa04382	Cornified envelope formation	KRT74	keratin 74
122526777	hsa04382	Cornified envelope formation	LCE7A	late cornified envelope 7A
124905679	hsa04382	Cornified envelope formation	LOC124905679	hornerin
125115	hsa04382	Cornified envelope formation	KRT40	keratin 40
126410	hsa04382	Cornified envelope formation	CYP4F22	cytochrome P450 family 4 subfamily F member 22
126637	hsa04382	Cornified envelope formation	TCHHL1	trichohyalin like 1
1282	hsa04382	Cornified envelope formation	COL4A1	collagen type IV alpha 1 chain
1284	hsa04382	Cornified envelope formation	COL4A2	collagen type IV alpha 2 chain
1285	hsa04382	Cornified envelope formation	COL4A3	collagen type IV alpha 3 chain
1286	hsa04382	Cornified envelope formation	COL4A4	collagen type IV alpha 4 chain
1287	hsa04382	Cornified envelope formation	COL4A5	collagen type IV alpha 5 chain
1288	hsa04382	Cornified envelope formation	COL4A6	collagen type IV alpha 6 chain
1294	hsa04382	Cornified envelope formation	COL7A1	collagen type VII alpha 1 chain
1308	hsa04382	Cornified envelope formation	COL17A1	collagen type XVII alpha 1 chain
1364	hsa04382	Cornified envelope formation	CLDN4	claudin 4
1365	hsa04382	Cornified envelope formation	CLDN3	claudin 3
1366	hsa04382	Cornified envelope formation	CLDN7	claudin 7
137075	hsa04382	Cornified envelope formation	CLDN23	claudin 23
140576	hsa04382	Cornified envelope formation	S100A16	S100 calcium binding protein A16
140807	hsa04382	Cornified envelope formation	KRT72	keratin 72
144501	hsa04382	Cornified envelope formation	KRT80	keratin 80
147183	hsa04382	Cornified envelope formation	KRT25	keratin 25
147409	hsa04382	Cornified envelope formation	DSG4	desmoglein 4
149461	hsa04382	Cornified envelope formation	CLDN19	claudin 19
151516	hsa04382	Cornified envelope formation	ASPRV1	aspartic peptidase retroviral like 1
162605	hsa04382	Cornified envelope formation	KRT28	keratin 28
163778	hsa04382	Cornified envelope formation	SPRR4	small proline rich protein 4
1823	hsa04382	Cornified envelope formation	DSC1	desmocollin 1
1828	hsa04382	Cornified envelope formation	DSG1	desmoglein 1
1829	hsa04382	Cornified envelope formation	DSG2	desmoglein 2
1830	hsa04382	Cornified envelope formation	DSG3	desmoglein 3
1832	hsa04382	Cornified envelope formation	DSP	desmoplakin
192666	hsa04382	Cornified envelope formation	KRT24	keratin 24
196374	hsa04382	Cornified envelope formation	KRT78	keratin 78
199834	hsa04382	Cornified envelope formation	LCE4A	late cornified envelope 4A
204219	hsa04382	Cornified envelope formation	CERS3	ceramide synthase 3
2053	hsa04382	Cornified envelope formation	EPHX2	epoxide hydrolase 2
2125	hsa04382	Cornified envelope formation	EVPL	envoplakin
2312	hsa04382	Cornified envelope formation	FLG	filaggrin
23254	hsa04382	Cornified envelope formation	KAZN	kazrin, periplakin interacting protein
23562	hsa04382	Cornified envelope formation	CLDN14	claudin 14
23581	hsa04382	Cornified envelope formation	CASP14	caspase 14
24146	hsa04382	Cornified envelope formation	CLDN15	claudin 15
242	hsa04382	Cornified envelope formation	ALOX12B	arachidonate 12-lipoxygenase, 12R type
2531	hsa04382	Cornified envelope formation	KDSR	3-ketodihydrosphingosine reductase
254910	hsa04382	Cornified envelope formation	LCE5A	late cornified envelope 5A
25984	hsa04382	Cornified envelope formation	KRT23	keratin 23
26154	hsa04382	Cornified envelope formation	ABCA12	ATP binding cassette subfamily A member 12
26239	hsa04382	Cornified envelope formation	LCE2B	late cornified envelope 2B
26285	hsa04382	Cornified envelope formation	CLDN17	claudin 17
2629	hsa04382	Cornified envelope formation	GBA1	glucosylceramidase beta 1
28227	hsa04382	Cornified envelope formation	PPP2R3B	protein phosphatase 2 regulatory subunit B''beta
285848	hsa04382	Cornified envelope formation	PNPLA1	patatin like domain 1, omega-hydroxyceramide transacylase
286887	hsa04382	Cornified envelope formation	KRT6C	keratin 6C
29943	hsa04382	Cornified envelope formation	PADI1	peptidyl arginine deiminase 1
3034	hsa04382	Cornified envelope formation	HAL	histidine ammonia-lyase
319101	hsa04382	Cornified envelope formation	KRT73	keratin 73
338324	hsa04382	Cornified envelope formation	S100A7A	S100 calcium binding protein A7A
338785	hsa04382	Cornified envelope formation	KRT79	keratin 79
342574	hsa04382	Cornified envelope formation	KRT27	keratin 27
353131	hsa04382	Cornified envelope formation	LCE1A	late cornified envelope 1A
353132	hsa04382	Cornified envelope formation	LCE1B	late cornified envelope 1B
353133	hsa04382	Cornified envelope formation	LCE1C	late cornified envelope 1C
353134	hsa04382	Cornified envelope formation	LCE1D	late cornified envelope 1D
353135	hsa04382	Cornified envelope formation	LCE1E	late cornified envelope 1E
353137	hsa04382	Cornified envelope formation	LCE1F	late cornified envelope 1F
353139	hsa04382	Cornified envelope formation	LCE2A	late cornified envelope 2A
353140	hsa04382	Cornified envelope formation	LCE2C	late cornified envelope 2C
353141	hsa04382	Cornified envelope formation	LCE2D	late cornified envelope 2D
353142	hsa04382	Cornified envelope formation	LCE3A	late cornified envelope 3A
353143	hsa04382	Cornified envelope formation	LCE3B	late cornified envelope 3B
353144	hsa04382	Cornified envelope formation	LCE3C	late cornified envelope 3C
353145	hsa04382	Cornified envelope formation	LCE3E	late cornified envelope 3E
353238	hsa04382	Cornified envelope formation	PADI6	peptidyl arginine deiminase 6
353288	hsa04382	Cornified envelope formation	KRT26	keratin 26
3655	hsa04382	Cornified envelope formation	ITGA6	integrin subunit alpha 6
3691	hsa04382	Cornified envelope formation	ITGB4	integrin subunit beta 4
3713	hsa04382	Cornified envelope formation	IVL	involucrin
3728	hsa04382	Cornified envelope formation	JUP	junction plakoglobin
374454	hsa04382	Cornified envelope formation	KRT77	keratin 77
376497	hsa04382	Cornified envelope formation	SLC27A1	solute carrier family 27 member 1
3848	hsa04382	Cornified envelope formation	KRT1	keratin 1
3849	hsa04382	Cornified envelope formation	KRT2	keratin 2
3850	hsa04382	Cornified envelope formation	KRT3	keratin 3
3851	hsa04382	Cornified envelope formation	KRT4	keratin 4
3852	hsa04382	Cornified envelope formation	KRT5	keratin 5
3853	hsa04382	Cornified envelope formation	KRT6A	keratin 6A
3854	hsa04382	Cornified envelope formation	KRT6B	keratin 6B
3855	hsa04382	Cornified envelope formation	KRT7	keratin 7
3856	hsa04382	Cornified envelope formation	KRT8	keratin 8
3857	hsa04382	Cornified envelope formation	KRT9	keratin 9
3858	hsa04382	Cornified envelope formation	KRT10	keratin 10
3859	hsa04382	Cornified envelope formation	KRT12	keratin 12
3860	hsa04382	Cornified envelope formation	KRT13	keratin 13
3861	hsa04382	Cornified envelope formation	KRT14	keratin 14
3866	hsa04382	Cornified envelope formation	KRT15	keratin 15
3868	hsa04382	Cornified envelope formation	KRT16	keratin 16
3872	hsa04382	Cornified envelope formation	KRT17	keratin 17
3875	hsa04382	Cornified envelope formation	KRT18	keratin 18
3880	hsa04382	Cornified envelope formation	KRT19	keratin 19
3881	hsa04382	Cornified envelope formation	KRT31	keratin 31
3882	hsa04382	Cornified envelope formation	KRT32	keratin 32
3883	hsa04382	Cornified envelope formation	KRT33A	keratin 33A
3884	hsa04382	Cornified envelope formation	KRT33B	keratin 33B
3885	hsa04382	Cornified envelope formation	KRT34	keratin 34
3886	hsa04382	Cornified envelope formation	KRT35	keratin 35
388697	hsa04382	Cornified envelope formation	HRNR	hornerin
388698	hsa04382	Cornified envelope formation	FLG2	filaggrin 2
3887	hsa04382	Cornified envelope formation	KRT81	keratin 81
3888	hsa04382	Cornified envelope formation	KRT82	keratin 82
3889	hsa04382	Cornified envelope formation	KRT83	keratin 83
3890	hsa04382	Cornified envelope formation	KRT84	keratin 84
3891	hsa04382	Cornified envelope formation	KRT85	keratin 85
3892	hsa04382	Cornified envelope formation	KRT86	keratin 86
390792	hsa04382	Cornified envelope formation	KRT39	keratin 39
3909	hsa04382	Cornified envelope formation	LAMA3	laminin subunit alpha 3
3911	hsa04382	Cornified envelope formation	LAMA5	laminin subunit alpha 5
3914	hsa04382	Cornified envelope formation	LAMB3	laminin subunit beta 3
3918	hsa04382	Cornified envelope formation	LAMC2	laminin subunit gamma 2
4014	hsa04382	Cornified envelope formation	LORICRIN	loricrin cornified envelope precursor protein
49861	hsa04382	Cornified envelope formation	CLDN20	claudin 20
5010	hsa04382	Cornified envelope formation	CLDN11	claudin 11
5045	hsa04382	Cornified envelope formation	FURIN	furin, paired basic amino acid cleaving enzyme
5046	hsa04382	Cornified envelope formation	PCSK6	proprotein convertase subtilisin/kexin type 6
51099	hsa04382	Cornified envelope formation	ABHD5	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase
51208	hsa04382	Cornified envelope formation	CLDN18	claudin 18
51350	hsa04382	Cornified envelope formation	KRT76	keratin 76
51702	hsa04382	Cornified envelope formation	PADI3	peptidyl arginine deiminase 3
5317	hsa04382	Cornified envelope formation	PKP1	plakophilin 1
5318	hsa04382	Cornified envelope formation	PKP2	plakophilin 2
5339	hsa04382	Cornified envelope formation	PLEC	plectin
53842	hsa04382	Cornified envelope formation	CLDN22	claudin 22
54474	hsa04382	Cornified envelope formation	KRT20	keratin 20
5493	hsa04382	Cornified envelope formation	PPL	periplakin
55012	hsa04382	Cornified envelope formation	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma
5515	hsa04382	Cornified envelope formation	PPP2CA	protein phosphatase 2 catalytic subunit alpha
5516	hsa04382	Cornified envelope formation	PPP2CB	protein phosphatase 2 catalytic subunit beta
5518	hsa04382	Cornified envelope formation	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha
5519	hsa04382	Cornified envelope formation	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
5520	hsa04382	Cornified envelope formation	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha
5521	hsa04382	Cornified envelope formation	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta
5522	hsa04382	Cornified envelope formation	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma
5523	hsa04382	Cornified envelope formation	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha
5525	hsa04382	Cornified envelope formation	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha
5526	hsa04382	Cornified envelope formation	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta
5527	hsa04382	Cornified envelope formation	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma
